CustID,AgentBonus,Age,CustTenure,Channel,Occupation,EducationField,Gender,ExistingProdType,Designation,NumberOfPolicy,MaritalStatus,MonthlyIncome,Complaint,ExistingPolicyTenure,SumAssured,Zone,PaymentMethod,LastMonthCalls,CustCareScore
7002425,4852,24,29,Online,Salaried,Graduate,Male,4,Manager,4,Divorced,23106,0,2,485226,North,Half Yearly,3,2
7002426,4654,19,14,Agent,Laarge Business,Engineer,Male,4,Executive,4,Married,21153,1,4,688742,West,Half Yearly,1,4
7002427,2083,8,8,Agent,Small Business,Under Graduate,Female,4,Executive,5,Divorced,20827,0,1,208270,North,Half Yearly,8,4
7002428,7121,36,14,Agent,Small Business,Under Graduate,Female,4,Senior Manager,4,Divorced,,0,4,1246180,North,Half Yearly,1,4
7002429,2687,5,3,Agent,Small Business,Under Graduate,Male,3,Manager,6,Married,24431,1,2,343988,West,Quarterly,8,3
7002430,5334,21,16,Online,Large Business,Engineer,Female,4,Manager,4,Divorced,23193,1,9,826830,West,Half Yearly,3,3
7002431,3800,15,11,Agent,Salaried,Graduate,Male,4,Manager,4,Divorced,23753,0,11,600476,West,Half Yearly,8,5
7002432,5300,16,21,Agent,Salaried,Post Graduate,Male,5,Manager,3,Single,25238,0,3,900997,North,Yearly,1,2
7002433,2476,15,10,Third Party Partner,Laarge Business,Engineer,Female,5,Executive,5,Single,20631,1,1,272329,West,Yearly,3,5
7002434,3767,23,19,Online,Small Business,Under Graduate,Female,4,Manager,3,Single,25110,0,1,655371,West,Half Yearly,1,2
7002435,3379,3,14,Third Party Partner,Small Business,Under Graduate,Male,5,Senior Manager,3,Divorced,28156,0,1,658850,West,Yearly,13,2
7002436,5295,26,21,Agent,Small Business,Under Graduate,Male,4,Manager,4,Divorced,25212,0,3,667110,West,Half Yearly,3,3
7002437,3101,19,12,Agent,Salaried,Graduate,Female,3,Executive,4,Divorced,20670,1,1,539487,West,Quarterly,8,3
7002438,4635,19,28,Online,Small Business,Under Graduate,Male,4,Executive,3,Single,21067,0,7,486648,West,Half Yearly,3,4
7002439,4688,9,5,Agent,Small Business,Diploma,Female,4,Executive,4,Single,21308,1,6,473464,West,Half Yearly,1,2
7002440,2848,3,14,Agent,Small Business,Under Graduate,Female,4,Executive,6,Divorced,21909,0,3,398744,North,Half Yearly,4,2
7002441,2609,10,13,Online,Small Business,Under Graduate,Female,4,Manager,4,Divorced,23715,0,1,378254,East,Half Yearly,1,5
7002442,4728,9,5,Third Party Partner,Small Business,Diploma,Male,4,Manager,5,Single,27812,0,3,841591,West,Half Yearly,8,3
7002443,6370,38,38,Agent,Large Business,Engineer,Male,5,Senior Manager,3,Single,28953,0,3,942710,North,Yearly,4,5
7002444,5961,12,36,Agent,Small Business,Diploma,Male,5,Manager,4,Divorced,24837,1,7,1013350,North,Yearly,1,3
7002445,4434,27,27,Agent,Salaried,Graduate,Male,5,Executive,5,Single,21114,1,1,607450,West,Yearly,3,3
7002446,3388,7,17,Agent,Salaried,Graduate,Female,3,Executive,5,Single,21173,0,3,443786,West,Quarterly,1,5
7002447,2686,11,5,Agent,Salaried,Graduate,Male,4,Executive,3,Single,20658,0,5,467284,West,Half Yearly,3,3
7002448,3500,17,21,Agent,Salaried,Graduate,Male,5,Manager,5,Single,24997,0,1,580930,North,Yearly,1,2
7002449,3564,14,11,Agent,Small Business,Under Graduate,Male,4,Executive,5,Married,22273,0,1,595135,West,Half Yearly,5,3
7002450,4505,27,27,Agent,Salaried,Graduate,Male,4,Manager,3,Single,23710,0,7,671230,North,Half Yearly,8,3
7002451,5884,18,6,Agent,Salaried,Post Graduate,Male,5,Senior Manager,4,Single,,0,5,1165111,West,Yearly,1,2
7002452,5146,31,21,Agent,Salaried,Graduate,Female,4,Manager,3,Divorced,23393,0,2,1024146,West,Half Yearly,8,3
7002453,3150,3,19,Agent,Salaried,Graduate,Female,4,Executive,4,Divorced,21000,0,4,349650,North,Half Yearly,3,5
7002454,3327,10,3,Online,Small Business,Diploma,Male,3,Manager,3,Single,23761,1,4,652002,North,Quarterly,5,2
7002455,5267,5,5,Agent,Salaried,Graduate,Female,4,AVP,3,Single,35116,1,3,869121,North,Half Yearly,3,5
7002456,4771,29,24,Agent,Small Business,Diploma,Female,4,Manager,4,Married,22717,1,8,748979,North,Half Yearly,4,2
7002457,2093,6,4,Agent,Laarge Business,Engineer,Male,4,Executive,5,Divorced,20933,0,1,217703,North,Half Yearly,1,3
7002458,4527,14,9,Third Party Partner,Laarge Business,Engineer,Male,4,Executive,6,Single,21559,0,5,887368,North,Half Yearly,5,3
7002459,4140,8,21,Agent,Small Business,Under Graduate,Female,4,Executive,5,Divorced,20701,0,2,488544,West,Half Yearly,3,2
7002460,3647,7,18,Agent,Small Business,Under Graduate,Male,5,Senior Manager,4,Divorced,26053,0,2,459575,North,Yearly,1,2
7002461,3941,12,16,Third Party Partner,Laarge Business,Engineer,Male,4,Executive,3,Single,20742,1,4,480800,West,Half Yearly,1,4
7002462,2794,8,3,Agent,Salaried,Graduate,Female,4,Executive,6,Married,21491,0,4,533622,North,Half Yearly,18,4
7002463,5076,15,25,Agent,Small Business,Diploma,Female,4,Manager,5,Married,24172,0,15,649743,West,Half Yearly,4,2
7002464,5258,11,11,Agent,Salaried,Graduate,Female,4,Executive,6,Married,21033,0,2,1020101,North,Half Yearly,3,3
7002465,2265,7,9,Agent,Salaried,Graduate,Male,4,Manager,5,Single,22654,1,3,398710,West,Half Yearly,2,5
7002466,7214,29,22,Agent,Salaried,Graduate,Male,5,AVP,,Married,32793,0,,1024453,West,Yearly,10,3
7002467,3724,4,4,Agent,Small Business,Under Graduate,Female,5,Manager,4,Divorced,21905,0,4,558578,North,Yearly,1,5
7002468,8708,44,9,Agent,Small Business,Under Graduate,Male,4,VP,6,Divorced,37863,0,2,1558820,West,Half Yearly,3,4
7002469,6249,31,12,Online,Small Business,Diploma,Female,4,Manager,4,Divorced,24995,0,16,649870,North,Half Yearly,3,2
7002470,3642,11,7,Agent,Small Business,Under Graduate,Female,4,Manager,6,Divorced,22763,0,2,542670,West,Half Yearly,13,2
7002471,3729,22,11,Third Party Partner,Small Business,Under Graduate,Male,4,Executive,3,Divorced,20715,0,1,398971,North,Half Yearly,3,4
7002472,5745,34,34,Agent,Salaried,Post Graduate,Female,4,Manager,4,Married,22979,1,2,695115,North,Half Yearly,3,2
7002473,2983,12,18,Agent,Salaried,Graduate,Female,5,Manager,3,Single,22944,1,1,307220,West,Yearly,4,2
7002474,4810,29,29,Online,Small Business,Under Graduate,Female,4,Manager,4,Divorced,22906,1,6,928380,North,Half Yearly,8,3
7002475,2068,2,10,Agent,Salaried,Graduate,Male,5,Executive,6,Divorced,20675,0,1,312193,North,Yearly,3,4
7002476,7907,8,16,Third Party Partner,Salaried,Graduate,Male,4,VP,4,Married,37654,1,13,1059584,West,Half Yearly,7,3
7002477,6967,42,28,Third Party Partner,Salaried,Graduate,Female,3,AVP,6,Divorced,,0,14,1156552,West,Quarterly,8,3
7002478,3505,14,4,Agent,Large Business,Engineer,Female,4,Manager,4,Single,25034,0,5,504685,West,Half Yearly,5,2
7002479,2953,12,12,Agent,Small Business,Diploma,Male,3,Senior Manager,6,Divorced,26849,0,1,389847,West,Quarterly,8,3
7002480,4603,23,5,Agent,Small Business,Under Graduate,Male,4,Manager,6,Married,23015,0,2,791716,North,Half Yearly,9,2
7002481,2249,13,4,Agent,Small Business,Under Graduate,Male,4,Executive,6,Divorced,22488,0,1,332822,North,Half Yearly,3,5
7002482,2643,3,5,Agent,Small Business,Under Graduate,Male,5,Senior Manager,4,Divorced,26426,1,1,393747,West,Yearly,5,2
7002483,4644,9,5,Agent,Salaried,Graduate,Male,4,Executive,3,Divorced,21111,0,5,705952,North,Half Yearly,3,5
7002484,5252,32,32,Agent,Salaried,Graduate,Female,4,AVP,3,Divorced,35012,0,16,672230,East,Half Yearly,5,5
7002485,2531,5,10,Third Party Partner,Salaried,Graduate,Female,4,Manager,4,Married,23013,0,1,354400,North,Half Yearly,3,3
7002486,6137,37,25,Agent,Salaried,Graduate,Female,6,Manager,3,Single,24548,0,6,625974,West,Yearly,3,2
7002487,4563,18,14,Agent,Salaried,Graduate,Female,4,VP,6,Divorced,38023,0,9,479090,West,Half Yearly,11,5
7002488,4653,23,19,Agent,Small Business,Under Graduate,Female,4,Manager,4,Married,23267,0,1,707317,West,Half Yearly,9,5
7002489,2758,8,11,Third Party Partner,Large Business,Engineer,Female,5,Manager,3,Divorced,22980,0,1,463277,West,Yearly,5,3
7002490,2816,8,3,Agent,Laarge Business,Engineer,Female,4,Executive,5,Single,21659,1,1,563134,North,Half Yearly,5,4
7002491,2705,11,14,Third Party Partner,Small Business,Diploma,Female,6,Executive,4,Married,20808,0,1,302964,West,Yearly,1,4
7002492,2217,11,7,Third Party Partner,Salaried,Graduate,Male,4,Executive,3,Divorced,20159,1,5,385843,West,Half Yearly,1,5
7002493,5475,27,16,Agent,Salaried,Graduate,Female,4,VP,4,Divorced,36498,0,7,859528,North,Half Yearly,13,3
7002494,2134,9,4,Agent,Salaried,Graduate,Female,4,Executive,3,Married,21343,0,1,382040,West,Half Yearly,3,3
7002495,3083,12,3,Online,Salaried,Graduate,Male,4,Executive,3,Divorced,20554,0,6,326809,West,Half Yearly,5,3
7002496,4863,19,5,Agent,Small Business,Under Graduate,Male,5,Senior Manager,4,Divorced,,0,6,919054,North,Yearly,8,2
7002497,5251,11,5,Agent,Laarge Business,Engineer,Female,5,Executive,5,Divorced,21003,0,13,871625,North,Yearly,2,3
7002498,4835,19,10,Agent,Laarge Business,Engineer,Male,5,Executive,3,Single,21021,0,6,686546,West,Yearly,1,3
7002499,2956,18,6,Online,Salaried,Post Graduate,Female,4,Senior Manager,6,Divorced,26869,0,2,561562,North,Half Yearly,9,2
7002500,8144,33,41,Agent,Small Business,Diploma,Male,5,AVP,,Married,32575,0,,1539169,West,Yearly,1,3
7002501,8521,43,26,Agent,Salaried,Graduate,Male,5,AVP,4,Divorced,35503,0,7,1261067,West,Yearly,8,5
7002502,3784,11,19,Online,Small Business,Under Graduate,Female,4,Executive,3,Single,21021,0,7,438918,West,Half Yearly,8,4
7002503,3447,7,14,Third Party Partner,Small Business,Diploma,Female,5,Senior Manager,6,Divorced,28723,0,7,468759,North,Yearly,12,2
7002504,5646,17,34,Agent,Small Business,Under Graduate,Female,4,Manager,3,Married,23527,0,14,852618,North,Half Yearly,5,2
7002505,5811,35,35,Agent,Salaried,Graduate,Male,4,AVP,4,Divorced,36318,0,2,935552,West,Half Yearly,2,5
7002506,4311,13,26,Agent,Salaried,Graduate,Male,6,Executive,4,Single,22687,0,11,456916,West,Yearly,4,4
7002507,3336,17,17,Agent,Salaried,Graduate,Female,4,Manager,4,Single,22237,0,7,530352,West,Half Yearly,1,2
7002508,4670,28,5,Agent,Salaried,Graduate,Male,5,Executive,4,Married,21225,0,2,784476,North,Yearly,8,5
7002509,4955,5,10,Agent,Small Business,Diploma,Female,5,Senior Manager,3,Divorced,27528,1,2,659020,North,Yearly,3,2
7002510,4366,17,4,Agent,Salaried,Graduate,Male,4,Senior Manager,5,Married,,0,10,868784,West,Half Yearly,9,3
7002511,7375,44,22,Agent,Small Business,Under Graduate,Male,4,Senior Manager,4,Divorced,,1,15,1364451,West,Half Yearly,8,5
7002512,2187,9,7,Agent,Small Business,Under Graduate,Male,6,Executive,3,Married,21865,0,2,397943,West,Yearly,4,5
7002513,2358,14,14,Agent,Small Business,Diploma,Male,4,Executive,5,Single,21440,0,6,283008,West,Half Yearly,3,2
7002514,4696,9,19,Agent,Salaried,Graduate,Male,4,Senior Manager,4,Divorced,26089,1,1,920420,North,Half Yearly,1,2
7002515,4808,19,19,Third Party Partner,Salaried,Graduate,Male,4,Senior Manager,4,Divorced,28281,0,1,538470,North,Half Yearly,1,3
7002516,3977,4,12,Third Party Partner,Salaried,MBA,Female,4,Senior Manager,6,Married,28407,1,5,409629,West,Half Yearly,3,3
7002517,2261,5,7,Third Party Partner,Salaried,Post Graduate,Male,4,Executive,4,Divorced,20550,0,2,404630,North,Half Yearly,1,3
7002518,5403,27,5,Online,Small Business,Under Graduate,Male,4,Senior Manager,3,Single,28437,0,5,772633,West,Half Yearly,8,2
7002519,4917,5,20,Third Party Partner,Large Business,Engineer,Male,5,Executive,4,Single,22351,0,1,521225,West,Yearly,3,5
7002520,5627,23,34,Agent,Small Business,Diploma,Female,4,Manager,3,Divorced,22508,0,2,917201,West,Half Yearly,8,5
7002521,4941,20,15,Agent,Salaried,Graduate,Female,4,AVP,5,Single,35292,0,12,790541,West,Half Yearly,8,2
7002522,6172,37,37,Online,Salaried,Graduate,Male,4,Manager,3,Single,24687,0,12,1049198,West,Half Yearly,11,2
7002523,2549,8,8,Agent,Small Business,Diploma,Male,4,Manager,4,Divorced,23174,0,4,418059,West,Half Yearly,10,3
7002524,6973,7,14,Agent,Salaried,Graduate,Female,4,AVP,4,Single,,0,3,718186,North,Half Yearly,14,5
7002525,2888,14,9,Third Party Partner,Salaried,Graduate,Female,4,Executive,4,Divorced,22212,0,6,415809,West,Half Yearly,8,2
7002526,2504,8,15,Agent,Salaried,Graduate,Male,4,Manager,3,Single,25039,1,4,490764,North,Half Yearly,6,5
7002527,5431,27,5,Agent,Small Business,Under Graduate,Male,4,Senior Manager,6,Divorced,25863,1,2,874428,West,Half Yearly,9,2
7002528,3257,16,13,Agent,Salaried,Post Graduate,Male,4,Manager,5,Divorced,23262,0,1,436395,North,Half Yearly,8,5
7002529,5088,20,20,Third Party Partner,Salaried,Graduate,Female,4,Executive,4,Married,21198,1,13,981891,West,Half Yearly,1,5
7002530,4771,5,24,Agent,Large Business,Engineer,Male,4,Manager,3,Married,22719,0,2,930343,West,Half Yearly,3,5
7002531,4503,9,23,Agent,Small Business,Under Graduate,Female,3,AVP,4,Married,34641,0,,761063,North,Quarterly,6,2
7002532,6003,12,30,Agent,Salaried,Graduate,Male,5,Senior Manager,3,Married,,0,12,708330,West,Yearly,2,3
7002533,2237,13,11,Third Party Partner,Small Business,Diploma,Male,4,Executive,5,Single,20335,1,1,404870,North,Half Yearly,1,4
7002534,2939,6,18,Online,Salaried,Post Graduate,Male,6,Senior Manager,6,Married,,0,1,432018,West,Yearly,2,5
7002535,4043,12,4,Online,Salaried,Post Graduate,Female,5,Manager,4,Single,25268,1,6,772190,North,Yearly,8,2
7002536,5463,22,16,Agent,Small Business,Under Graduate,Male,4,Manager,4,Married,22763,0,1,1048919,West,Half Yearly,1,5
7002537,5829,12,29,Agent,Small Business,Under Graduate,Female,4,Manager,4,Single,23316,0,2,827718,North,Half Yearly,4,4
7002538,3093,19,12,Agent,Salaried,Graduate,Male,3,Manager,3,Single,23794,0,2,349534,North,Quarterly,8,3
7002539,4783,19,10,Agent,Laarge Business,Engineer,Male,6,Executive,3,Single,20797,1,8,918396,North,Yearly,1,3
7002540,5190,16,16,Agent,Large Business,Engineer,Female,4,Senior Manager,3,Single,25948,0,3,934128,West,Half Yearly,3,5
7002541,6956,42,28,Third Party Partner,Small Business,Under Graduate,Female,4,Senior Manager,4,Divorced,28984,0,4,1356451,West,Half Yearly,3,3
7002542,5608,11,28,Agent,Salaried,Graduate,Female,4,AVP,6,Divorced,35052,0,1,925373,North,Half Yearly,9,5
7002543,3548,21,7,Online,Small Business,Under Graduate,Male,4,Senior Manager,5,Married,27291,0,4,397357,North,Half Yearly,8,2
7002544,3365,13,7,Agent,Large Business,Engineer,Male,4,Manager,6,Married,24034,1,5,578739,North,Half Yearly,10,4
7002545,2780,8,8,Online,Salaried,Post Graduate,Male,3,Manager,4,Divorced,23164,0,3,280748,West,Quarterly,3,3
7002546,5214,26,16,Third Party Partner,Small Business,Under Graduate,Male,4,Executive,3,Divorced,20857,0,5,537068,West,Half Yearly,2,4
7002547,7070,35,42,Agent,Small Business,Under Graduate,Female,4,Manager,4,Divorced,28281,0,8,1067608,North,Half Yearly,1,3
7002548,2988,9,6,Agent,Salaried,Graduate,Female,4,Manager,5,Divorced,24904,0,1,525972,North,Half Yearly,4,2
7002549,9490,38,57,Agent,Salaried,Graduate,Male,5,VP,4,Married,37959,1,2,1423463,West,Yearly,10,3
7002550,2965,15,18,Agent,Small Business,Under Graduate,Male,3,Executive,3,Divorced,21182,1,1,409236,West,Quarterly,5,4
7002551,6182,19,31,Agent,Small Business,Diploma,Male,4,Manager,5,Divorced,24729,0,6,834604,North,Half Yearly,5,3
7002552,3088,15,15,Agent,Salaried,Post Graduate,Male,5,Executive,5,Divorced,20584,0,2,586644,North,Yearly,1,3
7002553,8065,32,48,Third Party Partner,Small Business,Under Graduate,Male,4,VP,5,Divorced,36657,0,13,814519,West,Half Yearly,8,2
7002554,2466,2,5,Agent,Small Business,Under Graduate,Male,4,Executive,4,Divorced,20553,0,6,399550,West,Half Yearly,7,3
7002555,5122,10,10,Third Party Partner,Salaried,Graduate,Female,4,Executive,4,Divorced,21343,1,1,962996,West,Half Yearly,3,4
7002556,2254,11,7,Third Party Partner,Salaried,Graduate,Male,5,Executive,6,Divorced,20490,0,1,304277,North,Yearly,1,5
7002557,2429,7,7,Agent,Salaried,Graduate,Male,5,Executive,3,Divorced,22079,1,2,395876,West,Yearly,4,2
7002558,4084,16,25,Agent,Small Business,Under Graduate,Male,4,Manager,6,Married,22690,0,2,453346,West,Half Yearly,3,2
7002559,2878,3,17,Agent,Salaried,Post Graduate,Male,5,Manager,3,Single,22138,0,3,561198,West,Yearly,3,2
7002560,3588,11,14,Agent,Small Business,Under Graduate,Male,3,Manager,3,Married,23917,0,5,484319,North,Quarterly,8,5
7002561,2890,14,12,Agent,Small Business,Under Graduate,Female,5,Executive,4,Married,20644,0,1,410403,North,Yearly,4,2
7002562,3648,11,22,Agent,Small Business,Diploma,Male,4,Manager,4,Divorced,28059,1,5,390301,North,Half Yearly,1,3
7002563,5323,16,27,Agent,Salaried,Graduate,Female,5,Executive,5,Single,21293,0,5,1022064,West,Yearly,1,4
7002564,5411,5,16,Agent,Salaried,Graduate,Female,4,Manager,3,Divorced,22546,0,1,925288,West,Half Yearly,3,2
7002565,8771,26,18,Agent,Salaried,Post Graduate,Male,5,AVP,3,Married,35084,1,22,973581,West,Yearly,1,3
7002566,4637,19,14,Agent,Salaried,Graduate,Female,4,Executive,6,Single,21076,0,2,676961,West,Half Yearly,1,2
7002567,3379,10,20,Third Party Partner,Small Business,Under Graduate,Male,4,Manager,4,Married,24136,1,8,371694,North,Half Yearly,8,3
7002568,4740,19,14,Agent,Salaried,Graduate,Female,5,AVP,6,Divorced,33859,0,,616234,West,Yearly,3,4
7002569,4888,20,5,Agent,Salaried,Graduate,Female,5,Manager,4,Single,24442,0,7,831028,West,Yearly,3,5
7002570,2314,12,12,Agent,Laarge Business,Engineer,Female,4,Executive,4,Married,21036,1,1,453536,West,Half Yearly,7,5
7002571,4085,8,16,Agent,Small Business,Diploma,Male,4,Executive,6,Married,21498,0,3,481985,West,Half Yearly,3,5
7002572,4162,4,4,Agent,Laarge Business,Engineer,Male,4,Executive,4,Single,21904,0,5,715823,West,Half Yearly,3,2
7002573,7214,22,36,Agent,Salaried,Post Graduate,Male,4,VP,3,Divorced,37970,1,6,1370717,West,Half Yearly,2,2
7002574,5095,15,5,Agent,Small Business,Under Graduate,Male,4,Executive,4,Divorced,21230,0,2,779566,North,Half Yearly,3,2
7002575,5368,11,5,Agent,Small Business,Diploma,Male,4,Manager,4,Married,25561,0,2,665608,West,Half Yearly,3,2
7002576,2973,3,3,Agent,Salaried,Graduate,Female,4,Manager,3,Divorced,24779,1,6,505492,North,Half Yearly,6,5
7002577,3492,7,17,Third Party Partner,Small Business,Under Graduate,Female,4,Executive,4,Married,20540,0,7,614557,North,Half Yearly,1,3
7002578,3489,17,21,Agent,Small Business,Under Graduate,Female,4,Manager,6,Single,26838,0,2,408206,West,Half Yearly,11,2
7002579,2326,12,2,Agent,Salaried,Graduate,Male,4,Executive,3,Divorced,21148,0,3,404773,West,Half Yearly,9,3
7002580,2957,3,9,Third Party Partner,Salaried,Graduate,Female,4,Manager,6,Divorced,22743,0,3,369574,North,Half Yearly,1,2
7002581,5068,20,10,Agent,Salaried,Graduate,Female,4,Executive,3,Divorced,21116,1,2,775380,North,Half Yearly,3,2
7002582,3068,18,12,Agent,Salaried,Post Graduate,Male,4,Senior Manager,4,Divorced,27891,0,1,481678,West,Half Yearly,9,2
7002583,3603,18,22,Agent,Small Business,Under Graduate,Female,4,Manager,4,Divorced,24018,0,1,399900,North,Half Yearly,3,2
7002584,4519,5,18,Agent,Salaried,Graduate,Male,6,Manager,3,Single,25103,0,2,722966,West,Yearly,9,5
7002585,6284,19,19,Third Party Partner,Salaried,Graduate,Male,4,Manager,3,Married,26182,0,11,785460,East,Half Yearly,8,5
7002586,3210,10,19,Agent,Small Business,Under Graduate,Male,4,Senior Manager,5,Divorced,,0,5,603484,West,Half Yearly,2,3
7002587,6007,30,24,Agent,Small Business,Under Graduate,Male,5,Manager,5,Married,27304,1,15,1087245,West,Yearly,3,4
7002588,4510,23,14,Agent,Small Business,Under Graduate,Male,5,Executive,3,Single,20502,0,1,635972,West,Yearly,2,2
7002589,3699,15,22,Agent,Small Business,UG,Male,4,Executive,4,Single,19466,1,11,699024,West,Half Yearly,2,5
7002590,2181,11,13,Third Party Partner,Salaried,Graduate,Male,4,Executive,6,Single,21805,1,2,257299,North,Half Yearly,8,5
7002591,4342,9,13,Online,Salaried,Graduate,Male,5,Executive,4,Divorced,19738,0,2,772940,West,Yearly,1,2
7002592,2340,14,2,Agent,Small Business,Under Graduate,Male,3,Executive,6,Divorced,21276,0,4,297226,West,Quarterly,3,4
7002593,5361,11,21,Agent,Salaried,Graduate,Male,3,Manager,5,Divorced,23308,0,4,686188,West,Quarterly,3,4
7002594,4272,4,17,Agent,Small Business,Diploma,Female,5,Manager,3,Single,22485,0,1,743354,West,Yearly,6,2
7002595,3600,14,7,Third Party Partner,Salaried,Graduate,Male,6,Executive,3,Married,21177,0,4,421211,North,Yearly,9,2
7002596,6644,40,7,Agent,Small Business,Diploma,Male,3,Manager,5,Divorced,26577,0,7,976705,West,Quarterly,3,3
7002597,5545,33,11,Third Party Partner,Small Business,Under Graduate,Female,3,Manager,3,Married,23104,1,2,1036908,North,Quarterly,5,2
7002598,5090,15,15,Agent,Salaried,Graduate,Male,3,Executive,3,Single,23137,0,3,631177,North,Quarterly,1,4
7002599,3468,14,3,Agent,Small Business,Under Graduate,Male,3,Executive,4,Divorced,21678,1,2,534146,North,Quarterly,9,2
7002600,5416,22,16,Agent,Small Business,Under Graduate,Female,5,Senior Manager,5,Single,27078,0,10,595716,West,Yearly,8,2
7002601,5298,32,5,Agent,Salaried,Graduate,Female,4,Manager,4,Single,23034,0,4,911225,North,Half Yearly,1,2
7002602,4832,29,29,Agent,Large Business,Engineer,Female,5,Manager,4,Single,23010,0,7,961588,North,Yearly,11,2
